"company","domain","country","Size","Annual Revenue","segment","lead_persona","dm_targets","Use AI Tool Level","Use AI Has Tryon","Use AI Has Prompt","Use AI Product Category","Use AI Tool Url","Use AI Tool Evidence","rank_score"
"NEROSICILIA","nerosicilia.com","IT","11-50 employees","","4-no design step","Marketing","Owner / Founder","NONE","no","no","natural stone and mosaic surfaces","","No customer-facing design or visualization tool was found in the site's navigation or pages; the site offers only collections, project references and a journal (e.g. 'COLLECTIONS … JOURNAL … REFERENCE'), with no visualizer, configurator or room-preview feature. The site describes custom work as a human-led process: 'Every project begins with a bespoke approach' and 'developing custom solutions for flooring, wall coverings and furniture surfaces for over twenty years.'","78"
"PROGETTO BAUCER","progettobaucer.it","IT","11-50 employees","","4-no design step","Marketing","Owner / Founder","NONE","no","no","porcelain floor and wall tiles","","No design tool, visualizer, configurator, or room-preview feature was found anywhere on the site; the navigation offers only Home, Company, Collections, Download, News, and Contact, and the collections pages list series by effect (cemento, legno, marmo, pietra, colore) with no interactive preview.","78"
"ALVA Surfaces/Wizard","alvasurfaces.com","US","2-10 employees","","4-no design step","Marketing","Owner / Founder","NONE","no","no","ceramic tile and stone","","No design, visualization or configurator tool of any level was found on the site; the homepage offers only 'download catalog' PDF links for each product line (Bison Brick, Valletta, Catalan, Napa, Wizard, Playa, Recupere, Vitrene) and contact/appointment links, with no visualizer, configurator, simulator, interactive 3D tool or AI feature in the navigation or product sections.","78"
"NABEL CERAMIC","nabel.cc","CN","10,001+ employees","1B-10B","1-MANUAL no tool","Design / Product","Head of Digital (park)","MANUAL","no","no","ceramic and porcelain tiles","https://en.nabel.cc/why","The site describes an “Expert sales Service” offering “tailored guidance” to help customers select collections, plus technical support including “design advice.” No interactive room visualizer, upload-based preview, or prompt-generation feature is stated.","75"
"Franken Schotter GmbH & Co. KG","franken-schotter.com","DE","501-1,000 employees","200M-500M","1-MANUAL no tool","Design / Product","Head of Digital (park)","MANUAL","no","no","natural stone products","http://franken-schotter.com/kontakt","The site says, “Sprechen Sie uns an, wir finden gemeinsam die beste Lösung für Sie und ihr individuelles Projekt,” and its contact page asks visitors to “Beschreiben Sie kurz Ihr Bauprojekt.” This supports a MANUAL consultation/project-enquiry offering, not an interactive visualizer or prompt-based generator.","75"
"CRZ64 BY IDROEXPERT","crz64.com","IT","","10M-25M","4-no design step","Marketing","Owner / Founder (size unknown)","NONE","no","no","porcelain stoneware tiles","","The site presents sections titled “Collections” and “Download,” including a “Catalog 2026” and collection-specific catalogues. No visualizer, configurator, room planner, upload-photo feature, or prompt-based design tool is shown on the reviewed site pages.","74"
"DISENIA","disenia.it","IT","","10M-25M","4-no design step","Marketing","Owner / Founder (size unknown)","NONE","no","no","shower enclosures, trays, bathtubs","","The site labels the feature “Il nostro showroom virtuale” and describes it as “uno spazio espositivo virtuale da navigare” for finding inspiration. It does not state that customers can place products in their own room, upload a photo, configure a design, or generate an image from a text prompt.","74"
"FORNACE SOLAVA","solava.it","IT","","10M-25M","4-no design step","Marketing","Owner / Founder (size unknown)","NONE","no","no","terracotta bricks and floors","","No design or visualization tool was found in the site navigation (Products, References, News, About us, Contact) or on product pages; the site only offers a 'Request information' contact form and a Solava Catalog of product categories.","74"
"Jerusalem Heights","jerusalemheights.com","US","","10M-25M","4-no design step","Marketing","Owner / Founder (size unknown)","NONE","no","no","fine marble mosaic tiles","","The official site shows sections such as “NEW ARRIVALS,” “PRODUCTS,” and “COLLECTIONS,” and describes manufactured products available in varied options; it does not present a visualizer, configurator, room preview, upload feature, or prompt-based tool.","74"
"CAMPOGALLIANO CERAMICHE","verde1999.com","IT","","5M-10M","4-no design step","Marketing","Owner / Founder (size unknown)","NONE","no","no","floor and wall tiles","","The collections page labels its browsing options “Product mode” and “Gallery mode” and lists colors, surfaces, and “specs.” No customer-facing room visualizer, upload-photo preview, configurator, or text-prompt generator is identified on the reviewed pages.","73"
"NAVARTI","navarti.com","ES","11-50 employees","25M-75M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","ceramic and porcelain tiles","https://www.navarti.com/en/productos","The Products page provides “Filtros” including “Formatos,” “Tipología,” and “Aspecto,” with product-selection controls; this qualifies as BASIC filtering rather than an interactive room or photo preview.","73"
"PRISSMACER CERAMICA","prissmacer.es","ES","11-50 employees","25M-75M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","ceramic and porcelain tiles","https://www.prissmacer.es/en/catalogues/","The homepage offers only 'DOWNLOAD CATALOGUE' and links to a catalogues page; no visualizer, configurator, room-preview, uploaded-photo or AI/prompt feature appears anywhere in the navigation or product areas, and the only interactive extra found is a 'Virtual tour' of their facilities, which is not a product design tool.","73"
"ALUMÁCER COMPLEMENTOS","alumacer.com","ES","11-50 employees","10M-25M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","tile profiles and trims","https://alumacer.com/alumacer.pdf","The only design-support resource found is the downloadable '2026 CATALOGUE' ('DOWNLOAD CATALOGUE' linking to alumacer.pdf, gathering more than 900 references of profiles, step-treads, drains and accessories); no visualizer, configurator, room preview or photo-upload tool appears in the navigation or on product pages.","72"
"AMADIS FINE TILES","amadistiles.com","ES","11-50 employees","10M-25M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","ceramic and porcelain tiles","https://amadistiles.com/en/downloads-2","The site has a “Downloads” page listing the “AMADIS GENERAL CATALOGUE 2026” and numerous collection brochures. This is a downloadable catalogue resource, not an interactive room or uploaded-photo visualization tool.","72"
"BASSANO PARQUET","bassanoparquet.com","IT","11-50 employees","10M-25M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","made-in-Italy wood parquet","https://www.bassanoparquet.com/en/parquet-2","The only design-support feature found is a downloadable catalogue: 'Click on one of the images to download the new 2021/22 catalogue: Download Catalogo', plus 'Please leave your number to be contacted without obligation'. No room preview, photo upload, configurator, or AI/prompt-based visualization exists in the main navigation (Homepage, Company, Catalogue, Collections, Gallery, News, Contacts) or on product pages.","72"
"BIG SLABS BY NUOVOCORSO","nuovocorso.it","IT","","1M-5M","4-no design step","Marketing","Owner / Founder (size unknown)","NONE","no","no","porcelain stoneware slabs","","The site navigation lists Company, Products, Technical Information, Surfaces & More, News & Events, and Contact. The Products page presents named slab finishes and material categories, but no visualizer, configurator, room preview, upload feature, or text-prompt generation tool is shown.","72"
"FONTEALTA","fontealta.it","IT","11-50 employees","10M-25M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","stainless steel sanitary fixtures","https://www.dropbox.com/sh/pqkqkuyz2wrbcpj/AACpFUguk-v3Ma_5-sXoiqxxa?e=2&st=fg357e6i&dl=0","The site is being renewed ('STIAMO RINNOVANDO E AMPLIANDO IL NOSTRO SITO WEB') and offers only a downloadable catalogue: 'nel mentre, scarica il nostro catalogo' linking to Dropbox. No visualizer, configurator or design tool of any kind is present.","72"
